DatGeracaoConjuntoDados;DatRalie;IdeNucleoCEG;CodCEG;SigUFPrincipal;DscOrigemCombustivel;SigTipoGeracao;NomEmpreendimento;MdaPotenciaOutorgadaKw;DscPropriRegimePariticipacao;DscTipoConexao;NomConexao;MdaTensaoConexao;NomEmpresaConexao;NumCnpjEmpresaConexao;DscViabilidade;DscSituacaoObra;DatPrevisaoInicioObra;DatContratoEPCOutorgado;DatRecursoFinanceiroOutorgado;DatCanteiroObraOutorgado;DatCanteiroObraRealizado;DatInicioObraOutorgado;DatInicioObraRealizado;DatConcretagemOutorgado;DatConcretagemRealizado;DatDesvioRioOutorgado;DatDesvioRioRealizado;DatMontagemOutorgado;DatMontagemRealizado;DatConclusaoTorresOutorgado;DatConclusaoTorresRealizado;DatEnchimentoOutorgado;DatEnchimentoRealizado;DatComissionamentoUGRealizado;DatSisTransmissaoOutorgado;DatSisTransmissaoRealizado;DatConclusaoSisTransOutorgado;DatConclusaoSisTransRealizado;DscJustificativaPrevisao;DscComercializacaoEnergia;DscSistema;DatConclusaoTransporteRealizado;DscSituacaoCronograma;DatRapeel;IdcComplexo;NomComplexo;DatEmissaoLP;DatValidadeLP;DscSituacaoLP;DatEmissaoLI;DatValidadeLI;DscSituacaoLI;DatSolicitacaoLO;DatPrevistaEmissaoLO;DatPrevMaxEmissaoLO;DatEmissaoLO;DatValidadeLO;DscSituacaoLO;NomSituacaoParAcesso;DatSolicitacaoParAcesso;DatEmissaoParAcesso;DscSitCCD;DatValidadeCCD;DatAssinaturaCCD;DscSitCCT;DatValidadeCCT;DatAssinaturaCCT;DscSituacaoCusd;DatValidadeCusd;DatAssinaturaCusd;DscSitCust;DatValidadeCust;DatAssinaturaCust;DscAtoOutorga;DscNumeroAto;NomOrgaoOutorgante;DscTipoOutorga;DatEmissaoAto
26/05/2025;22/04/2025;32598;PCH.PH.SC.032598-8.1;SC;Hídrica;PCH;Barreiros;22138,7; 100% para GERADORA DE ENERGIA VARGEÃO LTDA (PIE);Subestação;Palmas;138;COPEL DISTRIBUICAO S.A.;4,3689E+12;Média;Não Iniciada;10/07/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;04/04/2025;;;21/09/2019;21/09/2023;Válida;;;Solicitada;;09/07/2025;30/08/2025;;;Não Solicitada;Não se Aplica;;;Válido;06/07/2021;06/07/2020;Não se Aplica;;;Válido;06/07/2021;06/07/2020;Não se Aplica;;;Resolução;8.522;ANEEL;Autorização;21/01/2020
26/05/2025;22/04/2025;32823;PCH.PH.RS.032823-5.1;RS;Hídrica;PCH;Vale do Leite;6400; 100% para CERTEL VALE DO LEITE GERACAO DE ENERGIA S/A (PIE);Subestação;Certel 3;69;COOPERATIVA REGIONAL DE DESENVOLVIMENTO TEUTONIA - CERTEL;8,97777E+13;Média;Não Iniciada;03/03/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;04/04/2025;;;17/12/2021;17/12/2026;Válida;;;Solicitada;;03/08/2025;20/07/2026;;;Não Solicitada;Não Solicitado;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Resolução;13.435;ANEEL;Autorização;24/01/2023
26/05/2025;22/04/2025;32931;EOL.CV.CE.032931-2.1;CE;Eólica;EOL;Santa Clara I;31500; 100% para SANTA CLARA ENERGIA RENOVÁVEL LTDA (PIE);Subestação;Tianguá II;230;SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S A;2,95545E+13;Média;Não Iniciada;08/11/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;04/10/2024;S;Complexo Santa Clara;12/04/2019;09/04/2021;Vencida;12/08/2021;11/08/2027;Válida;;31/10/2025;31/12/2025;;;Não Solicitada;Válido;29/02/2024;23/08/2024;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.990;ANEEL;Autorização;08/11/2022
26/05/2025;22/04/2025;32932;EOL.CV.CE.032932-0.1;CE;Eólica;EOL;Santa Clara III;31500; 100% para SANTA CLARA ENERGIA RENOVÁVEL LTDA (PIE);Subestação;Tianguá II;230;SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S A;2,95545E+13;Média;Não Iniciada;08/11/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;07/10/2024;S;Complexo Santa Clara;12/04/2019;09/04/2021;Vencida;12/08/2021;11/08/2027;Válida;;31/10/2025;31/12/2025;;;Não Solicitada;Válido;29/02/2024;23/08/2024;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.991;ANEEL;Autorização;08/11/2022
26/05/2025;22/04/2025;32933;EOL.CV.CE.032933-9.1;CE;Eólica;EOL;Santa Clara IV;31500; 100% para SANTA CLARA ENERGIA RENOVÁVEL LTDA (PIE);Subestação;Tianguá II;230;SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S A;2,95545E+13;Média;Não Iniciada;08/11/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;07/10/2024;S;Complexo Santa Clara;12/04/2019;09/04/2021;Vencida;12/08/2021;11/08/2021;Válida;;31/10/2025;31/12/2025;;;Não Solicitada;Válido;29/02/2024;23/08/2024;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.992;ANEEL;Autorização;08/11/2022
26/05/2025;22/04/2025;32934;EOL.CV.CE.032934-7.1;CE;Eólica;EOL;Santa Clara V;31500; 100% para SANTA CLARA ENERGIA RENOVÁVEL LTDA (PIE);Subestação;Tianguá II;230;SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S A;2,95545E+13;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;07/10/2024;S;Complexo Santa Clara;12/04/2019;09/04/2021;Vencida;12/08/2021;11/08/2027;Válida;;31/10/2025;31/12/2025;;;Não Solicitada;Válido;29/02/2024;13/08/2024;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.993;ANEEL;Autorização;08/11/2022
26/05/2025;22/04/2025;32935;EOL.CV.CE.032935-5.1;CE;Eólica;EOL;Santa Clara VI;31500; 100% para SANTA CLARA ENERGIA RENOVÁVEL LTDA (PIE);Subestação;Tianguá II;230;SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S A;2,95545E+13;Média;Não Iniciada;11/08/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;07/10/2024;S;Complexo Santa Clara;12/04/2019;09/04/2021;Vencida;12/08/2021;11/08/2027;Válida;;31/10/2025;31/12/2025;;;Não Solicitada;Válido;29/02/2024;23/08/2024;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.994;ANEEL;Autorização;08/11/2022
26/05/2025;22/04/2025;32936;EOL.CV.CE.032936-3.1;CE;Eólica;EOL;Santa Clara VII;27000; 100% para SANTA CLARA ENERGIA RENOVÁVEL LTDA (PIE);Subestação;Tianguá II;230;SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S A;2,95545E+13;Média;Não Iniciada;08/11/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;07/10/2024;S;Complexo Santa Clara;12/04/2019;11/04/2021;Vencida;12/08/2021;11/08/2027;Válida;;31/10/2025;31/12/2025;;;Não Solicitada;Válido;29/02/2024;13/08/2024;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.995;ANEEL;Autorização;08/11/2022
26/05/2025;22/04/2025;32937;EOL.CV.CE.032937-1.1;CE;Eólica;EOL;Santa Clara VIII;31500; 100% para SANTA CLARA ENERGIA RENOVÁVEL LTDA (PIE);Subestação;Tianguá II;230;SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S A;2,95545E+13;Média;Não Iniciada;08/11/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;07/10/2024;S;Complexo Santa Clara;12/04/2019;09/04/2021;Vencida;12/08/2021;11/08/2027;Válida;;31/10/2025;31/12/2025;;;Não Solicitada;Válido;29/02/2024;23/08/2024;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.996;ANEEL;Autorização;08/11/2022
26/05/2025;22/04/2025;32996;UFV.RS.MG.032996-7.1;MG;Solar;UFV;RQL 01;30000; 100% para NORSOL NORTE ENERGIA SOLAR LTDA (PIE);Seccionamento;Montes Claros 2/Francisco Sá;138;CEMIG DISTRIBUICAO S.A;6,98118E+12;Média;Não Iniciada;30/11/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;03/04/2025;N;;17/11/2021;17/11/2031;Válida;17/11/2021;17/11/2031;Válida;09/11/2021;;;17/11/2021;17/11/2031;Válida;Válido;11/11/2020;30/04/2021;Válido;29/07/2026;29/07/2021;Não se Aplica;;;Válido;29/07/2026;29/07/2021;Não se Aplica;;;Resolução;9.220;ANEEL;Autorização;15/09/2020
26/05/2025;22/04/2025;33120;UFV.RS.PI.033120-1.1;PI;Solar;UFV;Nova Olinda 01;44400; 100% para ENEL GREEN POWER NOVA OLINDA 09 S.A (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;28/02/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;24/02/2023;24/02/2024;Válida;;;Não Solicitada;;05/07/2025;05/07/2025;;;Não Solicitada;Não se Aplica;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;2.629;ANEEL;Autorização;28/07/2023
26/05/2025;22/04/2025;33121;UFV.RS.PI.033121-0.1;PI;Solar;UFV;Nova Olinda 02;44400; 100% para ENEL BRASIL S.A (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;28/02/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;01/04/2025;N;;24/02/2022;24/02/2024;Válida;;;Não Solicitada;;05/07/2026;05/07/2026;;;Não Solicitada;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Despacho;2.630;ANEEL;Autorização;28/07/2023
26/05/2025;22/04/2025;33122;UFV.RS.PI.033122-8.1;PI;Solar;UFV;Nova Olinda 03;44400; 100% para ENEL BRASIL S.A (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;28/02/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;01/04/2025;N;;24/02/2022;24/02/2024;Válida;;;Não Solicitada;;05/07/2026;05/07/2026;;;Não Solicitada;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Despacho;2.631;ANEEL;Autorização;28/07/2023
26/05/2025;22/04/2025;33125;UFV.RS.PI.033125-2.1;PI;Solar;UFV;Nova Olinda 06;29600; 100% para ENEL BRASIL S.A (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;28/02/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;01/04/2025;N;;24/02/2022;24/02/2024;Válida;;;Não Solicitada;;05/07/2026;05/07/2026;;;Não Solicitada;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Despacho;2.632;ANEEL;Autorização;28/07/2023
26/05/2025;22/04/2025;33126;UFV.RS.PI.033126-0.1;PI;Solar;UFV;Nova Olinda 07;44400; 100% para ENEL BRASIL S.A (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;28/02/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;01/04/2025;N;;24/02/2022;24/02/2024;Válida;;;Não Solicitada;;05/07/2026;05/07/2026;;;Não Solicitada;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Despacho;2.633;ANEEL;Autorização;28/07/2023
26/05/2025;22/04/2025;33194;UFV.RS.MG.033194-5.1;MG;Solar;UFV;João Pinheiro 3;30000; 100% para UFV JOAO PINHEIRO III LTDA (PIE);Subestação;Brasilândia de Minas - Buritizeiro;138;SOLATIO ENERGY GESTAO DE PROJETOS SOLARES LTDA;3,04187E+13;Média;Não Iniciada;09/07/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Fotovoltaico João Pinheiro;03/02/2022;03/02/2032;Válida;03/02/2022;03/02/2032;Válida;01/10/2021;;;03/02/2022;03/02/2032;Válida;Válido;12/04/2022;09/11/2022;Não se Aplica;;;Não se Aplica;;;Válido;05/04/2057;23/12/2022;Não se Aplica;;;Resolução;11.473;ANEEL;Autorização;05/04/2022
26/05/2025;22/04/2025;33196;UFV.RS.MG.033196-1.1;MG;Solar;UFV;João Pinheiro 2;30000; 100% para UFV JOAO PINHEIRO II LTDA (PIE);Seccionamento;Brasilândia de Minas - Buritizeiro;138;SOLATIO ENERGY GESTAO DE PROJETOS SOLARES LTDA;3,04187E+13;Média;Não Iniciada;09/07/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Fotovoltaico João Pinheiro;03/02/2022;03/02/2032;Válida;03/02/2022;03/02/2032;Válida;01/10/2021;;;03/02/2022;03/02/2032;Válida;Válido;12/04/2022;09/11/2022;Não se Aplica;;;Não se Aplica;;;Válido;05/04/2057;23/12/2022;Não se Aplica;;;Resolução;11.472;ANEEL;Autorização;05/04/2022
26/05/2025;22/04/2025;33197;UFV.RS.MG.033197-0.1;MG;Solar;UFV;João Pinheiro 1;30000; 100% para UFV JOAO PINHEIRO I LTDA (PIE);Seccionamento;Brasilândia de Minas - Buritizeiro;138;SOLATIO ENERGY GESTAO DE PROJETOS SOLARES LTDA;3,04187E+13;Média;Não Iniciada;09/07/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Fotovoltaico João Pinheiro;03/02/2022;03/02/2032;Válida;03/02/2022;03/02/2032;Válida;01/10/2021;;;03/02/2022;03/02/2032;Válida;Válido;12/04/2022;09/11/2022;Não se Aplica;;;Não se Aplica;;;Válido;05/04/2057;23/12/2022;Não se Aplica;;;Resolução;11.471;ANEEL;Autorização;05/04/2022
26/05/2025;22/04/2025;33198;UFV.RS.MG.033198-8.1;MG;Solar;UFV;Walter Froes 8 (Antigo Várzea da Palma 3);32500; 100% para UFV WALTER FRÓES VIII LTDA (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/05/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Várzea da Palma;18/01/2022;18/01/2032;Válida;18/01/2022;18/01/2032;Válida;01/12/2021;;;18/01/2022;18/01/2032;Válida;Não Solicitado;;;Não se Aplica;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Resolução;14.487;ANEEL;Autorização;25/04/2023
26/05/2025;22/04/2025;33199;UFV.RS.MG.033199-6.1;MG;Solar;UFV;Walter Froes 7 (Antiga Várzea da Palma 2);32500; 100% para UFV WALTER FRÓES VII LTDA (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/05/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Várzea da Palma;18/01/2022;18/01/2032;Válida;18/01/2022;18/01/2032;Válida;01/12/2021;;;18/01/2022;18/01/2032;Válida;Não Solicitado;;;Não se Aplica;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Resolução;14.486;ANEEL;Autorização;25/04/2023
26/05/2025;22/04/2025;33200;UFV.RS.MG.033200-3.1;MG;Solar;UFV;Walter Froes 6 (Antiga Várzea da Palma 1);35000; 100% para UFV WALTER FRÓES VI LTDA (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/05/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;01/04/2025;S;Várzea da Palma;18/01/2022;18/01/2032;Válida;18/01/2022;18/01/2032;Válida;01/12/2021;;;18/01/2022;18/01/2032;Válida;Não Solicitado;;;Não se Aplica;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Resolução;14.485;ANEEL;Autorização;25/04/2023
26/05/2025;22/04/2025;33228;PCH.PH.SC.033228-3.1;SC;Hídrica;PCH;Ponte Serrada;4320; 100% para PONTE SERRADA GERACAO DE ENERGIA S/A. (PIE);Seccionamento;AL. FGS04  - Faxinal dos Guedes;23;CELESC DISTRIBUICAO S.A;8,33678E+12;Baixa;Paralisada;;;;01/11/2017;11/02/2018;01/12/2017;31/03/2018;06/03/2018;15/05/2019;20/03/2018;20/03/2019;27/09/2018;11/12/2019;;;19/01/2019;26/06/2020;14/07/2020;01/08/2018;15/10/2018;;15/07/2020;Paralisação de obras;ACR;Sistema Interligado Nacional;;Atrasado;01/04/2025;;;27/09/2011;27/09/2016;Válida;20/04/2017;20/04/2021;Válida;20/08/2020;15/08/2020;20/08/2020;20/08/2020;20/08/2024;Válida;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Não se Aplica;;;Resolução;5.546;ANEEL;Autorização;10/11/2015
26/05/2025;22/04/2025;33232;UFV.RS.CE.033232-1.1;CE;Solar;UFV;Fótons de São Patrício 1;49995; 100% para Fótons de São Patrício Energias Renováveis S.A. (PIE);Subestação;Ibiapina II;230;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Baixa;Não Iniciada;;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Fotovoltaico Tianguá III;06/04/2021;22/03/2023;Válida;;;Não Solicitada;;02/12/2025;01/01/2026;;;Não Solicitada;Válido;03/09/2022;26/01/2023;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.547;ANEEL;Autorização;30/08/2022
26/05/2025;22/04/2025;33286;UFV.RS.RN.033286-0.1;RN;Solar;UFV;Deserto I;30000; 100% para DESERTO PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;15/12/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;02/04/2025;S;Complexo Solar Deserto;10/02/2022;10/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.734;ANEEL;Autorização;28/02/2023
26/05/2025;22/04/2025;33287;UFV.RS.RN.033287-9.1;RN;Solar;UFV;Deserto II;30000; 100% para DESERTO PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;15/12/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;02/04/2025;S;Complexo Solar Deserto;10/02/2022;10/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.735;ANEEL;Autorização;28/02/2023
26/05/2025;22/04/2025;33288;UFV.RS.RN.033288-7.1;RN;Solar;UFV;Deserto III;30000; 100% para DESERTO PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;15/12/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;03/04/2025;S;Complexo Solar Deserto;10/02/2022;10/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.736;ANEEL;Autorização;28/02/2023
26/05/2025;22/04/2025;33289;UFV.RS.RN.033289-5.1;RN;Solar;UFV;Deserto IV;30000; 100% para DESERTO PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;15/12/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;03/04/2025;S;Complexo Solar Deserto;10/02/2022;10/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.737;ANEEL;Autorização;28/02/2023
26/05/2025;22/04/2025;33290;UFV.RS.RN.033290-9.1;RN;Solar;UFV;Deserto V;30000; 100% para DESERTO PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;15/12/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;03/04/2025;S;Complexo Solar Deserto;10/02/2022;10/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.738;ANEEL;Autorização;28/02/2023
26/05/2025;22/04/2025;33291;UFV.RS.RN.033291-7.1;RN;Solar;UFV;Deserto VI;30000; 100% para DESERTO PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;15/12/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;03/04/2025;S;Complexo Solar Deserto;10/02/2022;10/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.739;ANEEL;Autorização;28/02/2023
26/05/2025;22/04/2025;33292;UFV.RS.RN.033292-5.1;RN;Solar;UFV;Deserto VII;30000; 100% para DESERTO PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;15/12/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;03/04/2025;S;Complexo Solar Deserto;10/02/2022;10/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.740;ANEEL;Autorização;28/02/2023
26/05/2025;22/04/2025;33293;UFV.RS.RN.033293-3.1;RN;Solar;UFV;Deserto VIII;30000; 100% para DESERTO PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;15/12/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;S;Complexo Solar Deserto;10/02/2022;10/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.741;ANEEL;Autorização;28/02/2023
26/05/2025;22/04/2025;33330;UFV.RS.RN.033330-1.1;RN;Solar;UFV;Esperança I;30000; 100% para ESPERANCA PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;02/01/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Solar Esperança;28/02/2022;28/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;14.464;ANEEL;Autorização;25/04/2023
26/05/2025;22/04/2025;33334;UFV.RS.RN.033334-4.1;RN;Solar;UFV;Esperança II;30000; 100% para ESPERANCA PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;02/01/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Solar Esperança;28/02/2022;28/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;14.465;ANEEL;Autorização;25/04/2023
26/05/2025;22/04/2025;33335;UFV.RS.RN.033335-2.1;RN;Solar;UFV;Esperança III;30000; 100% para ESPERANCA PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;02/01/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Solar Esperança;28/02/2022;28/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;14.466;ANEEL;Autorização;25/04/2023
26/05/2025;22/04/2025;33336;UFV.RS.RN.033336-0.1;RN;Solar;UFV;Esperança IV;30000; 100% para ESPERANCA PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;02/01/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Solar Esperança;28/02/2022;28/02/2024;Vencida;;;Solicitada;;07/01/2027;07/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;14.467;ANEEL;Autorização;25/04/2023
